workerid,trial_type,target,response,primetype,error,order,type,id,inference_question,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,feedback,assignments,workerid,creationtime,Answer.time_in_minutes,deadline,viewhit,keywords,assignmentduration,title,assignmentapprovaltime,Answer.catch_trials,reject,assignmentstatus,hitlifetime,numpending,description,assignmentid,assignmentaccepttime,numavailable,numcomplete,assignmentsubmittime,annotation,reviewstatus,autoapprovaltime,hitstatus,autoapprovaldelay,hittypeid,assignmentrejecttime,Answer.list,reward,hitid
86,"""practice_trial""","""na""",0,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Female""","""38""","""no""","""How people interpret things""","""Yes""","""yes""","""2""","""Windows""",900,1440,"""Firefox""","""""","""160""",86,"""Thu Aug 02 13:07:44 CDT 2018""","""1.8011833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3WRFBPLXRBNS39JZQJOTOJHCR7MN34""","""Thu Aug 02 13:44:48 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:00 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:00 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list2\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
86,"""practice_trial""","""na""",1,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""1""","""Female""","""38""","""no""","""How people interpret things""","""Yes""","""yes""","""2""","""Windows""",900,1440,"""Firefox""","""""","""160""",86,"""Thu Aug 02 13:07:44 CDT 2018""","""1.8011833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3WRFBPLXRBNS39JZQJOTOJHCR7MN34""","""Thu Aug 02 13:44:48 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:00 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:00 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list2\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
86,"""one_slider""","""some""",1,"""none""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""1""","""Female""","""38""","""no""","""How people interpret things""","""Yes""","""yes""","""2""","""Windows""",900,1440,"""Firefox""","""""","""160""",86,"""Thu Aug 02 13:07:44 CDT 2018""","""1.8011833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3WRFBPLXRBNS39JZQJOTOJHCR7MN34""","""Thu Aug 02 13:44:48 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:00 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:00 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list2\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
87,"""practice_trial""","""na""",0.01,"""na""",false,1,"""filler""","""low_right""",NA,"""english""","""1""","""Female""","""21""","""no""","""no idea""","""Yes""",""".15""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""160""",87,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4104""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3QY7M81QH8L9WMZJVIZ398CO2E47KP""","""Thu Aug 02 13:46:03 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:32 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:32 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
87,"""practice_trial""","""na""",0.99,"""na""",false,2,"""filler""","""high_right""",NA,"""english""","""1""","""Female""","""21""","""no""","""no idea""","""Yes""",""".15""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""160""",87,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4104""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3QY7M81QH8L9WMZJVIZ398CO2E47KP""","""Thu Aug 02 13:46:03 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:32 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:32 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
87,"""one_slider""","""some""",0,"""notall""",NA,3,"""crit""","""girls""","""lowerbounded""","""english""","""1""","""Female""","""21""","""no""","""no idea""","""Yes""",""".15""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""160""",87,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4104""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3QY7M81QH8L9WMZJVIZ398CO2E47KP""","""Thu Aug 02 13:46:03 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:32 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:32 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
88,"""practice_trial""","""na""",0.03,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Female""","""32""","""no""","""Your knowledge of when to use italics""","""Yes""","""15""","""2""","""Windows""",768,1366,"""Chrome""","""""","""160""",88,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4539""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TVRFO09GLEEV7NSYVF2I72RT7NXLC""","""Thu Aug 02 13:46:13 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:44 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:44 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
88,"""practice_trial""","""na""",1,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""1""","""Female""","""32""","""no""","""Your knowledge of when to use italics""","""Yes""","""15""","""2""","""Windows""",768,1366,"""Chrome""","""""","""160""",88,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4539""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TVRFO09GLEEV7NSYVF2I72RT7NXLC""","""Thu Aug 02 13:46:13 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:44 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:44 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
88,"""one_slider""","""some""",0.03,"""none""",NA,3,"""crit""","""girls""","""lowerbounded""","""English""","""1""","""Female""","""32""","""no""","""Your knowledge of when to use italics""","""Yes""","""15""","""2""","""Windows""",768,1366,"""Chrome""","""""","""160""",88,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4539""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TVRFO09GLEEV7NSYVF2I72RT7NXLC""","""Thu Aug 02 13:46:13 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:44 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:44 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
89,"""practice_trial""","""na""",0.38,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Male""","""27""","""No.""","""Understanding of statements.""","""Yes""",""".25""","""2""","""Windows""",900,1600,"""Chrome""","""""","""160""",89,"""Thu Aug 02 13:07:44 CDT 2018""","""3.8106833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3QECW5O0KI0TC1BN1YYYCFLOULV5T9""","""Thu Aug 02 13:29:51 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:49 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:49 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
89,"""practice_trial""","""na""",0.86,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""1""","""Male""","""27""","""No.""","""Understanding of statements.""","""Yes""",""".25""","""2""","""Windows""",900,1600,"""Chrome""","""""","""160""",89,"""Thu Aug 02 13:07:44 CDT 2018""","""3.8106833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3QECW5O0KI0TC1BN1YYYCFLOULV5T9""","""Thu Aug 02 13:29:51 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:49 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:49 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
89,"""one_slider""","""some""",0.18,"""notall""",NA,3,"""crit""","""girls""","""lowerbounded""","""English""","""1""","""Male""","""27""","""No.""","""Understanding of statements.""","""Yes""",""".25""","""2""","""Windows""",900,1600,"""Chrome""","""""","""160""",89,"""Thu Aug 02 13:07:44 CDT 2018""","""3.8106833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3QECW5O0KI0TC1BN1YYYCFLOULV5T9""","""Thu Aug 02 13:29:51 CDT 2018""","""0""","""0""","""Thu Aug 02 13:47:49 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:27:49 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
90,"""practice_trial""","""na""",0.48,"""na""",false,1,"""filler""","""low_right""",NA,"""englidh""","""1""","""Female""","""27""","""No""","""How one sentence can be misconstrued as meaning something else""","""Yes""",""".20""","""2""","""Mac""",768,1366,"""Chrome""","""""","""160""",90,"""Thu Aug 02 13:07:44 CDT 2018""","""2.0034666666666667""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3Z4GS9HPNW9L17SZCOAU5372WU477J""","""Thu Aug 02 13:45:49 CDT 2018""","""0""","""0""","""Thu Aug 02 13:48:13 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:28:13 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
90,"""practice_trial""","""na""",1,"""na""",false,2,"""filler""","""high_right""",NA,"""englidh""","""1""","""Female""","""27""","""No""","""How one sentence can be misconstrued as meaning something else""","""Yes""",""".20""","""2""","""Mac""",768,1366,"""Chrome""","""""","""160""",90,"""Thu Aug 02 13:07:44 CDT 2018""","""2.0034666666666667""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3Z4GS9HPNW9L17SZCOAU5372WU477J""","""Thu Aug 02 13:45:49 CDT 2018""","""0""","""0""","""Thu Aug 02 13:48:13 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:28:13 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
90,"""one_slider""","""some""",0.99,"""notall""",NA,3,"""crit""","""girls""","""upperbounded""","""englidh""","""1""","""Female""","""27""","""No""","""How one sentence can be misconstrued as meaning something else""","""Yes""",""".20""","""2""","""Mac""",768,1366,"""Chrome""","""""","""160""",90,"""Thu Aug 02 13:07:44 CDT 2018""","""2.0034666666666667""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3Z4GS9HPNW9L17SZCOAU5372WU477J""","""Thu Aug 02 13:45:49 CDT 2018""","""0""","""0""","""Thu Aug 02 13:48:13 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:28:13 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
91,"""practice_trial""","""na""",0.03,"""na""",true,1,"""filler""","""low_right""",NA,"""English""","""2""","""Female""","""28""","""No""","""Not sure""","""Yes""","""0.15""","""3""","""Linux""",861,485,"""Chrome""","""""","""160""",91,"""Thu Aug 02 13:07:44 CDT 2018""","""2.49655""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3BGYGHDBBYJ7T5YN00C4DL9MAYW22I""","""Thu Aug 02 13:46:03 CDT 2018""","""0""","""0""","""Thu Aug 02 13:48:38 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:28:38 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
91,"""practice_trial""","""na""",0.98,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""2""","""Female""","""28""","""No""","""Not sure""","""Yes""","""0.15""","""3""","""Linux""",861,485,"""Chrome""","""""","""160""",91,"""Thu Aug 02 13:07:44 CDT 2018""","""2.49655""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3BGYGHDBBYJ7T5YN00C4DL9MAYW22I""","""Thu Aug 02 13:46:03 CDT 2018""","""0""","""0""","""Thu Aug 02 13:48:38 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:28:38 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
91,"""one_slider""","""some""",0.96,"""notall""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""2""","""Female""","""28""","""No""","""Not sure""","""Yes""","""0.15""","""3""","""Linux""",861,485,"""Chrome""","""""","""160""",91,"""Thu Aug 02 13:07:44 CDT 2018""","""2.49655""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3BGYGHDBBYJ7T5YN00C4DL9MAYW22I""","""Thu Aug 02 13:46:03 CDT 2018""","""0""","""0""","""Thu Aug 02 13:48:38 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:28:38 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
92,"""practice_trial""","""na""",0,"""na""",false,1,"""filler""","""low_right""",NA,"""""","""2""","""Male""","""66""","""""","""""","""Yes""","""""","""-1""","""Windows""",1080,1920,"""Chrome""","""""","""160""",92,"""Thu Aug 02 13:07:44 CDT 2018""","""0.9097""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3FK0YFF9P0FPNNURCKGQHV384UIVVR""","""Thu Aug 02 13:48:17 CDT 2018""","""0""","""0""","""Thu Aug 02 13:49:32 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:29:32 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
92,"""practice_trial""","""na""",0.9,"""na""",false,2,"""filler""","""high_right""",NA,"""""","""2""","""Male""","""66""","""""","""""","""Yes""","""""","""-1""","""Windows""",1080,1920,"""Chrome""","""""","""160""",92,"""Thu Aug 02 13:07:44 CDT 2018""","""0.9097""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3FK0YFF9P0FPNNURCKGQHV384UIVVR""","""Thu Aug 02 13:48:17 CDT 2018""","""0""","""0""","""Thu Aug 02 13:49:32 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:29:32 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
92,"""one_slider""","""some""",0,"""notall""",NA,3,"""crit""","""girls""","""lowerbounded""","""""","""2""","""Male""","""66""","""""","""""","""Yes""","""""","""-1""","""Windows""",1080,1920,"""Chrome""","""""","""160""",92,"""Thu Aug 02 13:07:44 CDT 2018""","""0.9097""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3FK0YFF9P0FPNNURCKGQHV384UIVVR""","""Thu Aug 02 13:48:17 CDT 2018""","""0""","""0""","""Thu Aug 02 13:49:32 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:29:32 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list6\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
93,"""practice_trial""","""na""",0.1,"""na""",false,1,"""filler""","""low_right""",NA,"""english""","""2""","""Female""","""25""","""no""","""Tone ""","""Yes""","""yes""","""2""","""Mac""",1440,2560,"""Firefox""","""""","""160""",93,"""Thu Aug 02 13:07:44 CDT 2018""","""1.8534""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TY7ZAOG5GJVEBZZAJEUUT21U0X0KH""","""Thu Aug 02 13:43:12 CDT 2018""","""0""","""0""","""Thu Aug 02 13:50:31 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:30:31 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list4\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
93,"""practice_trial""","""na""",0.85,"""na""",false,2,"""filler""","""high_right""",NA,"""english""","""2""","""Female""","""25""","""no""","""Tone ""","""Yes""","""yes""","""2""","""Mac""",1440,2560,"""Firefox""","""""","""160""",93,"""Thu Aug 02 13:07:44 CDT 2018""","""1.8534""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TY7ZAOG5GJVEBZZAJEUUT21U0X0KH""","""Thu Aug 02 13:43:12 CDT 2018""","""0""","""0""","""Thu Aug 02 13:50:31 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:30:31 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list4\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
93,"""one_slider""","""some""",0.89,"""only""",NA,3,"""crit""","""girls""","""lowerbounded""","""english""","""2""","""Female""","""25""","""no""","""Tone ""","""Yes""","""yes""","""2""","""Mac""",1440,2560,"""Firefox""","""""","""160""",93,"""Thu Aug 02 13:07:44 CDT 2018""","""1.8534""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TY7ZAOG5GJVEBZZAJEUUT21U0X0KH""","""Thu Aug 02 13:43:12 CDT 2018""","""0""","""0""","""Thu Aug 02 13:50:31 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:30:31 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list4\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
94,"""practice_trial""","""na""",0.04,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Female""","""27""","""""","""Whether people infer the same sorts of things from statements made in English.""","""Yes""",""".20""","""4""","""Windows""",768,1366,"""Firefox""","""""","""160""",94,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4565666666666666""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3SKEMFQBZ44DW0425NR9N88JDYAK8P""","""Thu Aug 02 13:49:21 CDT 2018""","""0""","""0""","""Thu Aug 02 13:50:54 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:30:54 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
