"","workerid","trial_type","type","response","id","language","enjoyment","gender","age","problems","comments","asses","fairprice","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.catch_trials","Answer.condition","Answer.time_in_minutes"
"298",42,"""one_slider""","""prime""",0.59,3,"""english""","""2""","""Female""","""41""","""No""","""Detecting true intentions of a speaker/sentence.""","""Yes""","""any""","""4""","""Windows""",900,1440,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3Q5C1WP23N0S3HZEZFEO691SHI5155""",42,"""Approved""","""Fri May 18 22:41:23 PDT 2018""","""Fri May 18 05:58:31 PDT 2018""","""Fri May 18 06:01:23 PDT 2018""","""Fri May 18 22:41:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.803916666666667"""
"299",42,"""one_slider""","""filler""",0,1,"""english""","""2""","""Female""","""41""","""No""","""Detecting true intentions of a speaker/sentence.""","""Yes""","""any""","""4""","""Windows""",900,1440,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3Q5C1WP23N0S3HZEZFEO691SHI5155""",42,"""Approved""","""Fri May 18 22:41:23 PDT 2018""","""Fri May 18 05:58:31 PDT 2018""","""Fri May 18 06:01:23 PDT 2018""","""Fri May 18 22:41:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.803916666666667"""
"300",42,"""one_slider""","""prime""",0.4,1,"""english""","""2""","""Female""","""41""","""No""","""Detecting true intentions of a speaker/sentence.""","""Yes""","""any""","""4""","""Windows""",900,1440,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3Q5C1WP23N0S3HZEZFEO691SHI5155""",42,"""Approved""","""Fri May 18 22:41:23 PDT 2018""","""Fri May 18 05:58:31 PDT 2018""","""Fri May 18 06:01:23 PDT 2018""","""Fri May 18 22:41:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.803916666666667"""
"301",42,"""one_slider""","""crit""",0.88,1,"""english""","""2""","""Female""","""41""","""No""","""Detecting true intentions of a speaker/sentence.""","""Yes""","""any""","""4""","""Windows""",900,1440,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3Q5C1WP23N0S3HZEZFEO691SHI5155""",42,"""Approved""","""Fri May 18 22:41:23 PDT 2018""","""Fri May 18 05:58:31 PDT 2018""","""Fri May 18 06:01:23 PDT 2018""","""Fri May 18 22:41:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.803916666666667"""
"302",43,"""one_slider""","""prime""",1,2,"""N/A""","""1""","""Male""","""71""","""No.""","""Not sure.  I usually do not speculate on such things.  The sentence comparisons were strange in that with one exception the choice was between two sentences that were not terribly informative or useful.  I chose the shorter, simpler one.""","""Yes""","""0.20""","""3""","""Windows""",900,1600,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3AUQQEL7U6S9UMTB9NS1W2CHPE0V02""",43,"""Approved""","""Fri May 18 22:42:16 PDT 2018""","""Fri May 18 05:56:34 PDT 2018""","""Fri May 18 06:02:16 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""5.5228"""
"303",43,"""one_slider""","""filler""",0.99,2,"""N/A""","""1""","""Male""","""71""","""No.""","""Not sure.  I usually do not speculate on such things.  The sentence comparisons were strange in that with one exception the choice was between two sentences that were not terribly informative or useful.  I chose the shorter, simpler one.""","""Yes""","""0.20""","""3""","""Windows""",900,1600,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3AUQQEL7U6S9UMTB9NS1W2CHPE0V02""",43,"""Approved""","""Fri May 18 22:42:16 PDT 2018""","""Fri May 18 05:56:34 PDT 2018""","""Fri May 18 06:02:16 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""5.5228"""
"304",43,"""one_slider""","""prime""",1,1,"""N/A""","""1""","""Male""","""71""","""No.""","""Not sure.  I usually do not speculate on such things.  The sentence comparisons were strange in that with one exception the choice was between two sentences that were not terribly informative or useful.  I chose the shorter, simpler one.""","""Yes""","""0.20""","""3""","""Windows""",900,1600,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3AUQQEL7U6S9UMTB9NS1W2CHPE0V02""",43,"""Approved""","""Fri May 18 22:42:16 PDT 2018""","""Fri May 18 05:56:34 PDT 2018""","""Fri May 18 06:02:16 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""5.5228"""
"305",43,"""one_slider""","""prime""",1,3,"""N/A""","""1""","""Male""","""71""","""No.""","""Not sure.  I usually do not speculate on such things.  The sentence comparisons were strange in that with one exception the choice was between two sentences that were not terribly informative or useful.  I chose the shorter, simpler one.""","""Yes""","""0.20""","""3""","""Windows""",900,1600,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3AUQQEL7U6S9UMTB9NS1W2CHPE0V02""",43,"""Approved""","""Fri May 18 22:42:16 PDT 2018""","""Fri May 18 05:56:34 PDT 2018""","""Fri May 18 06:02:16 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""5.5228"""
"306",43,"""one_slider""","""prime""",1,4,"""N/A""","""1""","""Male""","""71""","""No.""","""Not sure.  I usually do not speculate on such things.  The sentence comparisons were strange in that with one exception the choice was between two sentences that were not terribly informative or useful.  I chose the shorter, simpler one.""","""Yes""","""0.20""","""3""","""Windows""",900,1600,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3AUQQEL7U6S9UMTB9NS1W2CHPE0V02""",43,"""Approved""","""Fri May 18 22:42:16 PDT 2018""","""Fri May 18 05:56:34 PDT 2018""","""Fri May 18 06:02:16 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""5.5228"""
"307",43,"""one_slider""","""filler""",0.01,1,"""N/A""","""1""","""Male""","""71""","""No.""","""Not sure.  I usually do not speculate on such things.  The sentence comparisons were strange in that with one exception the choice was between two sentences that were not terribly informative or useful.  I chose the shorter, simpler one.""","""Yes""","""0.20""","""3""","""Windows""",900,1600,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3AUQQEL7U6S9UMTB9NS1W2CHPE0V02""",43,"""Approved""","""Fri May 18 22:42:16 PDT 2018""","""Fri May 18 05:56:34 PDT 2018""","""Fri May 18 06:02:16 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""5.5228"""
"308",43,"""one_slider""","""crit""",0.99,1,"""N/A""","""1""","""Male""","""71""","""No.""","""Not sure.  I usually do not speculate on such things.  The sentence comparisons were strange in that with one exception the choice was between two sentences that were not terribly informative or useful.  I chose the shorter, simpler one.""","""Yes""","""0.20""","""3""","""Windows""",900,1600,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3AUQQEL7U6S9UMTB9NS1W2CHPE0V02""",43,"""Approved""","""Fri May 18 22:42:16 PDT 2018""","""Fri May 18 05:56:34 PDT 2018""","""Fri May 18 06:02:16 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""5.5228"""
"309",44,"""one_slider""","""prime""",0.79,2,"""english""","""1""","""Female""","""23""","""no""","""what people infer from information""","""Yes""","""0.25""","""2""","""Windows""",768,1280,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3M81GAB8A1II9104L4VGAW9SZQJBQB""",44,"""Approved""","""Fri May 18 22:42:43 PDT 2018""","""Fri May 18 05:59:58 PDT 2018""","""Fri May 18 06:02:43 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""2.210583333333333"""
"310",44,"""one_slider""","""filler""",0.96,2,"""english""","""1""","""Female""","""23""","""no""","""what people infer from information""","""Yes""","""0.25""","""2""","""Windows""",768,1280,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3M81GAB8A1II9104L4VGAW9SZQJBQB""",44,"""Approved""","""Fri May 18 22:42:43 PDT 2018""","""Fri May 18 05:59:58 PDT 2018""","""Fri May 18 06:02:43 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""2.210583333333333"""
"311",44,"""one_slider""","""filler""",0.11,1,"""english""","""1""","""Female""","""23""","""no""","""what people infer from information""","""Yes""","""0.25""","""2""","""Windows""",768,1280,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3M81GAB8A1II9104L4VGAW9SZQJBQB""",44,"""Approved""","""Fri May 18 22:42:43 PDT 2018""","""Fri May 18 05:59:58 PDT 2018""","""Fri May 18 06:02:43 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""2.210583333333333"""
"312",44,"""one_slider""","""prime""",0.91,1,"""english""","""1""","""Female""","""23""","""no""","""what people infer from information""","""Yes""","""0.25""","""2""","""Windows""",768,1280,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3M81GAB8A1II9104L4VGAW9SZQJBQB""",44,"""Approved""","""Fri May 18 22:42:43 PDT 2018""","""Fri May 18 05:59:58 PDT 2018""","""Fri May 18 06:02:43 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""2.210583333333333"""
"313",44,"""one_slider""","""prime""",0.92,4,"""english""","""1""","""Female""","""23""","""no""","""what people infer from information""","""Yes""","""0.25""","""2""","""Windows""",768,1280,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3M81GAB8A1II9104L4VGAW9SZQJBQB""",44,"""Approved""","""Fri May 18 22:42:43 PDT 2018""","""Fri May 18 05:59:58 PDT 2018""","""Fri May 18 06:02:43 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""2.210583333333333"""
"314",44,"""one_slider""","""prime""",0.89,3,"""english""","""1""","""Female""","""23""","""no""","""what people infer from information""","""Yes""","""0.25""","""2""","""Windows""",768,1280,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3M81GAB8A1II9104L4VGAW9SZQJBQB""",44,"""Approved""","""Fri May 18 22:42:43 PDT 2018""","""Fri May 18 05:59:58 PDT 2018""","""Fri May 18 06:02:43 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""2.210583333333333"""
"315",44,"""one_slider""","""crit""",0.91,1,"""english""","""1""","""Female""","""23""","""no""","""what people infer from information""","""Yes""","""0.25""","""2""","""Windows""",768,1280,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3M81GAB8A1II9104L4VGAW9SZQJBQB""",44,"""Approved""","""Fri May 18 22:42:43 PDT 2018""","""Fri May 18 05:59:58 PDT 2018""","""Fri May 18 06:02:43 PDT 2018""","""Fri May 18 22:42:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""2.210583333333333"""
"316",45,"""one_slider""","""filler""",0.99,2,"""English""","""2""","""Female""","""62""","""no""","""If the speaker conveyed what he/she meant to convey""","""Yes""",""".20""","""3""","""Windows""",864,1536,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3X0H8UUIT2NMAKDS8ZGHSA1ERFMWS1""",45,"""Approved""","""Fri May 18 22:44:42 PDT 2018""","""Fri May 18 06:01:01 PDT 2018""","""Fri May 18 06:04:42 PDT 2018""","""Fri May 18 22:44:56 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""3.4493"""
"317",45,"""one_slider""","""filler""",0.03,1,"""English""","""2""","""Female""","""62""","""no""","""If the speaker conveyed what he/she meant to convey""","""Yes""",""".20""","""3""","""Windows""",864,1536,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3X0H8UUIT2NMAKDS8ZGHSA1ERFMWS1""",45,"""Approved""","""Fri May 18 22:44:42 PDT 2018""","""Fri May 18 06:01:01 PDT 2018""","""Fri May 18 06:04:42 PDT 2018""","""Fri May 18 22:44:56 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""3.4493"""
"318",45,"""one_slider""","""prime""",0.65,1,"""English""","""2""","""Female""","""62""","""no""","""If the speaker conveyed what he/she meant to convey""","""Yes""",""".20""","""3""","""Windows""",864,1536,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3X0H8UUIT2NMAKDS8ZGHSA1ERFMWS1""",45,"""Approved""","""Fri May 18 22:44:42 PDT 2018""","""Fri May 18 06:01:01 PDT 2018""","""Fri May 18 06:04:42 PDT 2018""","""Fri May 18 22:44:56 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""3.4493"""
"319",45,"""one_slider""","""prime""",0.73,4,"""English""","""2""","""Female""","""62""","""no""","""If the speaker conveyed what he/she meant to convey""","""Yes""",""".20""","""3""","""Windows""",864,1536,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3X0H8UUIT2NMAKDS8ZGHSA1ERFMWS1""",45,"""Approved""","""Fri May 18 22:44:42 PDT 2018""","""Fri May 18 06:01:01 PDT 2018""","""Fri May 18 06:04:42 PDT 2018""","""Fri May 18 22:44:56 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""3.4493"""
"320",45,"""one_slider""","""prime""",0.81,2,"""English""","""2""","""Female""","""62""","""no""","""If the speaker conveyed what he/she meant to convey""","""Yes""",""".20""","""3""","""Windows""",864,1536,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3X0H8UUIT2NMAKDS8ZGHSA1ERFMWS1""",45,"""Approved""","""Fri May 18 22:44:42 PDT 2018""","""Fri May 18 06:01:01 PDT 2018""","""Fri May 18 06:04:42 PDT 2018""","""Fri May 18 22:44:56 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""3.4493"""
"321",45,"""one_slider""","""prime""",0.83,3,"""English""","""2""","""Female""","""62""","""no""","""If the speaker conveyed what he/she meant to convey""","""Yes""",""".20""","""3""","""Windows""",864,1536,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3X0H8UUIT2NMAKDS8ZGHSA1ERFMWS1""",45,"""Approved""","""Fri May 18 22:44:42 PDT 2018""","""Fri May 18 06:01:01 PDT 2018""","""Fri May 18 06:04:42 PDT 2018""","""Fri May 18 22:44:56 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""3.4493"""
